tile_id,source_image_id,dataset_id,category,wafer_id,modality,split,label,image_path,mask_path,tile_x,tile_y,tile_size,stride,preprocess_id,support_eligible,demo_allowed
miic_partial_normal_test_normal_00188__x00000_y00000_s00448,miic_partial_normal_test_normal_00188,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00188.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00189__x00000_y00000_s00448,miic_partial_normal_test_normal_00189,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00189.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00190__x00000_y00000_s00448,miic_partial_normal_test_normal_00190,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00190.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00191__x00000_y00000_s00448,miic_partial_normal_test_normal_00191,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00191.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00192__x00000_y00000_s00448,miic_partial_normal_test_normal_00192,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00192.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00193__x00000_y00000_s00448,miic_partial_normal_test_normal_00193,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00193.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00194__x00000_y00000_s00448,miic_partial_normal_test_normal_00194,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00194.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00195__x00000_y00000_s00448,miic_partial_normal_test_normal_00195,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00195.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00196__x00000_y00000_s00448,miic_partial_normal_test_normal_00196,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00196.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00197__x00000_y00000_s00448,miic_partial_normal_test_normal_00197,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00197.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00198__x00000_y00000_s00448,miic_partial_normal_test_normal_00198,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00198.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00199__x00000_y00000_s00448,miic_partial_normal_test_normal_00199,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00199.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00200__x00000_y00000_s00448,miic_partial_normal_test_normal_00200,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00200.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00201__x00000_y00000_s00448,miic_partial_normal_test_normal_00201,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00201.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00202__x00000_y00000_s00448,miic_partial_normal_test_normal_00202,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00202.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00203__x00000_y00000_s00448,miic_partial_normal_test_normal_00203,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00203.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00204__x00000_y00000_s00448,miic_partial_normal_test_normal_00204,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00204.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00205__x00000_y00000_s00448,miic_partial_normal_test_normal_00205,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00205.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00206__x00000_y00000_s00448,miic_partial_normal_test_normal_00206,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00206.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00207__x00000_y00000_s00448,miic_partial_normal_test_normal_00207,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00207.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00208__x00000_y00000_s00448,miic_partial_normal_test_normal_00208,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00208.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00209__x00000_y00000_s00448,miic_partial_normal_test_normal_00209,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00209.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00210__x00000_y00000_s00448,miic_partial_normal_test_normal_00210,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00210.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00211__x00000_y00000_s00448,miic_partial_normal_test_normal_00211,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00211.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00212__x00000_y00000_s00448,miic_partial_normal_test_normal_00212,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00212.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00213__x00000_y00000_s00448,miic_partial_normal_test_normal_00213,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00213.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00214__x00000_y00000_s00448,miic_partial_normal_test_normal_00214,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00214.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00215__x00000_y00000_s00448,miic_partial_normal_test_normal_00215,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00215.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00216__x00000_y00000_s00448,miic_partial_normal_test_normal_00216,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00216.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00217__x00000_y00000_s00448,miic_partial_normal_test_normal_00217,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00217.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00218__x00000_y00000_s00448,miic_partial_normal_test_normal_00218,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00218.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00219__x00000_y00000_s00448,miic_partial_normal_test_normal_00219,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00219.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00220__x00000_y00000_s00448,miic_partial_normal_test_normal_00220,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00220.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00221__x00000_y00000_s00448,miic_partial_normal_test_normal_00221,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00221.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00222__x00000_y00000_s00448,miic_partial_normal_test_normal_00222,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00222.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00223__x00000_y00000_s00448,miic_partial_normal_test_normal_00223,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00223.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00224__x00000_y00000_s00448,miic_partial_normal_test_normal_00224,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00224.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00225__x00000_y00000_s00448,miic_partial_normal_test_normal_00225,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00225.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00226__x00000_y00000_s00448,miic_partial_normal_test_normal_00226,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00226.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00227__x00000_y00000_s00448,miic_partial_normal_test_normal_00227,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00227.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00228__x00000_y00000_s00448,miic_partial_normal_test_normal_00228,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00228.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00229__x00000_y00000_s00448,miic_partial_normal_test_normal_00229,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00229.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00230__x00000_y00000_s00448,miic_partial_normal_test_normal_00230,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00230.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00231__x00000_y00000_s00448,miic_partial_normal_test_normal_00231,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00231.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00232__x00000_y00000_s00448,miic_partial_normal_test_normal_00232,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00232.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00233__x00000_y00000_s00448,miic_partial_normal_test_normal_00233,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00233.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00234__x00000_y00000_s00448,miic_partial_normal_test_normal_00234,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00234.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00235__x00000_y00000_s00448,miic_partial_normal_test_normal_00235,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00235.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00236__x00000_y00000_s00448,miic_partial_normal_test_normal_00236,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00236.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00237__x00000_y00000_s00448,miic_partial_normal_test_normal_00237,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00237.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00238__x00000_y00000_s00448,miic_partial_normal_test_normal_00238,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00238.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00239__x00000_y00000_s00448,miic_partial_normal_test_normal_00239,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00239.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00240__x00000_y00000_s00448,miic_partial_normal_test_normal_00240,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00240.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00241__x00000_y00000_s00448,miic_partial_normal_test_normal_00241,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00241.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00242__x00000_y00000_s00448,miic_partial_normal_test_normal_00242,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00242.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00243__x00000_y00000_s00448,miic_partial_normal_test_normal_00243,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00243.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00244__x00000_y00000_s00448,miic_partial_normal_test_normal_00244,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00244.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00245__x00000_y00000_s00448,miic_partial_normal_test_normal_00245,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00245.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00246__x00000_y00000_s00448,miic_partial_normal_test_normal_00246,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00246.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00247__x00000_y00000_s00448,miic_partial_normal_test_normal_00247,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00247.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00248__x00000_y00000_s00448,miic_partial_normal_test_normal_00248,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00248.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00249__x00000_y00000_s00448,miic_partial_normal_test_normal_00249,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00249.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00250__x00000_y00000_s00448,miic_partial_normal_test_normal_00250,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00250.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00251__x00000_y00000_s00448,miic_partial_normal_test_normal_00251,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00251.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00252__x00000_y00000_s00448,miic_partial_normal_test_normal_00252,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00252.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00253__x00000_y00000_s00448,miic_partial_normal_test_normal_00253,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00253.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00254__x00000_y00000_s00448,miic_partial_normal_test_normal_00254,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00254.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00255__x00000_y00000_s00448,miic_partial_normal_test_normal_00255,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00255.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00256__x00000_y00000_s00448,miic_partial_normal_test_normal_00256,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00256.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00257__x00000_y00000_s00448,miic_partial_normal_test_normal_00257,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00257.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00258__x00000_y00000_s00448,miic_partial_normal_test_normal_00258,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00258.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00259__x00000_y00000_s00448,miic_partial_normal_test_normal_00259,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00259.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00260__x00000_y00000_s00448,miic_partial_normal_test_normal_00260,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00260.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00261__x00000_y00000_s00448,miic_partial_normal_test_normal_00261,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00261.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00262__x00000_y00000_s00448,miic_partial_normal_test_normal_00262,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00262.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00263__x00000_y00000_s00448,miic_partial_normal_test_normal_00263,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00263.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00264__x00000_y00000_s00448,miic_partial_normal_test_normal_00264,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00264.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00265__x00000_y00000_s00448,miic_partial_normal_test_normal_00265,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00265.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00266__x00000_y00000_s00448,miic_partial_normal_test_normal_00266,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00266.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00267__x00000_y00000_s00448,miic_partial_normal_test_normal_00267,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00267.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00268__x00000_y00000_s00448,miic_partial_normal_test_normal_00268,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00268.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00269__x00000_y00000_s00448,miic_partial_normal_test_normal_00269,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00269.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00270__x00000_y00000_s00448,miic_partial_normal_test_normal_00270,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00270.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00271__x00000_y00000_s00448,miic_partial_normal_test_normal_00271,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00271.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00272__x00000_y00000_s00448,miic_partial_normal_test_normal_00272,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00272.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00273__x00000_y00000_s00448,miic_partial_normal_test_normal_00273,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00273.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00274__x00000_y00000_s00448,miic_partial_normal_test_normal_00274,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00274.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00275__x00000_y00000_s00448,miic_partial_normal_test_normal_00275,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00275.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00276__x00000_y00000_s00448,miic_partial_normal_test_normal_00276,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00276.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00277__x00000_y00000_s00448,miic_partial_normal_test_normal_00277,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00277.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00278__x00000_y00000_s00448,miic_partial_normal_test_normal_00278,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00278.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00279__x00000_y00000_s00448,miic_partial_normal_test_normal_00279,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00279.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00280__x00000_y00000_s00448,miic_partial_normal_test_normal_00280,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00280.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00281__x00000_y00000_s00448,miic_partial_normal_test_normal_00281,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00281.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00282__x00000_y00000_s00448,miic_partial_normal_test_normal_00282,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00282.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00283__x00000_y00000_s00448,miic_partial_normal_test_normal_00283,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00283.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00284__x00000_y00000_s00448,miic_partial_normal_test_normal_00284,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00284.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00285__x00000_y00000_s00448,miic_partial_normal_test_normal_00285,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00285.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00286__x00000_y00000_s00448,miic_partial_normal_test_normal_00286,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00286.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00287__x00000_y00000_s00448,miic_partial_normal_test_normal_00287,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00287.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00288__x00000_y00000_s00448,miic_partial_normal_test_normal_00288,miic_partial,default,,SEM,test,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00288.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00289__x00000_y00000_s00448,miic_partial_normal_test_normal_00289,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00289.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00290__x00000_y00000_s00448,miic_partial_normal_test_normal_00290,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00290.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00291__x00000_y00000_s00448,miic_partial_normal_test_normal_00291,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00291.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00292__x00000_y00000_s00448,miic_partial_normal_test_normal_00292,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00292.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00293__x00000_y00000_s00448,miic_partial_normal_test_normal_00293,miic_partial,default,,SEM,validation,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00293.jpg,,0,0,448,448,rgb_repeat_v1,False,False
miic_partial_normal_test_normal_00294__x00000_y00000_s00448,miic_partial_normal_test_normal_00294,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00294.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00295__x00000_y00000_s00448,miic_partial_normal_test_normal_00295,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00295.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00296__x00000_y00000_s00448,miic_partial_normal_test_normal_00296,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00296.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00297__x00000_y00000_s00448,miic_partial_normal_test_normal_00297,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00297.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00298__x00000_y00000_s00448,miic_partial_normal_test_normal_00298,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00298.jpg,,0,0,448,448,rgb_repeat_v1,True,False
miic_partial_normal_test_normal_00299__x00000_y00000_s00448,miic_partial_normal_test_normal_00299,miic_partial,default,,SEM,train,good,data/dataverse_files_recovered/miic_partial_clean/normal/test_normal_00299.jpg,,0,0,448,448,rgb_repeat_v1,True,False
